"Naranja", 17.56, 890
"Manzana", 148.34, 1100
"Champignon", 3540.07, 82
"Lima", 1278.78, 178
"Repollo", 2.51, 707
"Palta", 1144.77, 472
"Lechuga", 45.18, 1053
"Zuccini", 79.69, 702
"Durazno", 162.20, 832
"Limon", 307.35, 595
"Morron", 2864.40, 528
"Tomate", 738.21, 810
"Cebolla", 66.63, 824
"Batata", 15.87, 1100
"Coliflor", 32.78, 435
"Naranja", 16.82, 940
"Cereza", 1026.45, 224
"Esparrago", 630.48, 176
"Pepino", 41.35, 430
"Calabaza", 16.16, 664
"Frutilla", 314.44, 276
"Batata", 10.62, 840
"Kinoto", 42.64, 194
"Frutilla", 329.24, 309
"Mandarina", 18.88, 820
"Acelga", 22.19, 990
"Papa", 18.21, 1120
"Lima", 1263.97, 192
"Frambuesa", 2043.71, 109
"Melon", 94.84, 328
"Caqui", 850.40, 101
"Pomelo", 48.10, 1017
"Mandarina", 16.67, 1140
"Durazno", 297.13, 792
"Durazno", 168.80, 848
"Zuccini", 88.03, 720
"Durazno", 154.04, 824
"Apio", 45.56, 351
"Apio", 47.46, 246
"Choclo", 51.21, 297
"Tomate", 732.58, 1044
"Morron", 2955.22, 504
"Apio", 61.72, 345
"Kinoto", 30.53, 160
"Rabanito", 208.33, 255
"Durazno", 143.29, 752
"Caqui", 756.75, 110
"Esparrago", 626.05, 178
"Limon", 353.47, 833
"Naranja", 10.34, 950
"Alcachofa", 158.36, 255
"Naranja", 10.16, 960
"Berenjena", 53.20, 624
"Pera", 138.11, 1090
"Coliflor", 37.02, 450
"Palta", 1158.46, 320
"Sandia", 67.55, 1017
"Frambuesa", 2082.58, 85
"Lima", 1349.22, 178
"Batata", 18.80, 1180
"Cereza", 1042.05, 208
"Cebolla", 71.15, 664
"Limon", 290.58, 812
"Lima", 1062.68, 208
"Lima", 1194.81, 230
"Manzana", 142.57, 980
"Rabanito", 209.03, 270
"Mandarina", 19.97, 820
"Manzana", 137.52, 880
"Brocoli", 309.57, 432
"Berenjena", 50.67, 558
"Lima", 1262.50, 180
"Higo", 2477.70, 89
"Uva", 697.01, 324
"Palta", 1113.19, 476
"Esparrago", 609.20, 200
"Choclo", 63.94, 360
"Manzana", 161.57, 870
"Palta", 476.30, 425
"TomCherry", 564.17, 230
"Banana", 59.05, 1020
"Manzana", 149.90, 1040
"Manzana", 137.22, 970
"Higo", 2552.25, 110
"Berenjena", 57.94, 594
"Rabanito", 217.92, 312
"Morron", 2910.86, 660
"Frambuesa", 1973.12, 111
"Ajo", 912.11, 82
"Tomate", 733.40, 918
"Naranja", 18.72, 980
"Kiwi", 452.83, 388
"Caqui", 774.67, 82
"Esparrago", 582.76, 166
"Mandarina", 15.60, 1160
"Batata", 24.49, 970
"TomCherry", 548.34, 226
"Kiwi", 444.34, 332
"Alcachofa", 156.01, 333
"Lima", 1225.12, 212
"Zuccini", 78.76, 534
"Sandia", 56.23, 990
"Sandia", 59.35, 954
"Mandarina", 21.53, 900
"Alcachofa", 136.39, 276
"Acelga", 17.42, 747
"Ajo", 903.37, 111
"Alcachofa", 163.38, 324
"Rabanito", 242.47, 282
"Mandarina", 20.60, 1080
"Lechuga", 48.63, 1026
"Calabaza", 18.29, 760
"Apio", 59.80, 342
"Caqui", 809.24, 119
"Esparrago", 671.49, 220
"Kiwi", 407.03, 468
"Pomelo", 52.90, 1026
"Caqui", 777.59, 98
"Cebolla", 80.13, 720
"Rabanito", 199.98, 249
"Frambuesa", 2084.48, 109
"Durazno", 148.98, 920
"Papa", 12.43, 870
"Cebolla", 60.45, 920
"Tomate", 723.97, 1053
"Melon", 103.99, 464
"Ajo", 847.50, 84
"Lechuga", 39.69, 1035
"Ciruela", 966.13, 909
"Higo", 2545.39, 109
"Apio", 43.52, 258
"Lima", 1190.79, 212
"Champignon", 3612.32, 111
"Naranja", 20.18, 1120
"Banana", 67.36, 830
"Tomate", 733.05, 846
"Frutilla", 285.42, 333
"Morron", 2956.79, 720
"Pomelo", 44.55, 927
"Sandia", 72.75, 729
"Lima", 1376.29, 206
"Batata", 20.00, 930
"Choclo", 33.56, 330
"Choclo", 57.33, 333
"Pomelo", 42.70, 1035
"Caqui", 820.02, 92
"Mandarina", 24.81, 1040
"Durazno", 136.17, 664
"Durazno", 140.88, 960
"Palta", 1111.35, 392
"Frutilla", 325.86, 285
"Esparrago", 647.26, 210
"Zuccini", 93.78, 696
"Lima", 1364.76, 184
"Frutilla", 276.89, 246
"Melon", 98.06, 328
"Cereza", 1102.91, 182
"Higo", 2493.22, 101
"Apio", 75.09, 288
"Alcachofa", 124.22, 261
"Alcachofa", 144.58, 270
"Calabaza", 20.01, 944
"Mandarina", 12.02, 1150
"Calabaza", 23.54, 960
"Melon", 94.44, 364
"Pepino", 34.32, 580
"Naranja", 24.74, 1200
"Palta", 1048.69, 328
"Limon", 308.21, 840
"Melon", 112.72, 332
"Repollo", 9.41, 581
"Naranja", 28.59, 1080
"Batata", 22.55, 1110
"Kiwi", 410.71, 468
"Mandarina", 29.19, 850
"Kiwi", 379.33, 392
"Frambuesa", 2046.61, 81
"Sandia", 45.45, 954
"Pomelo", 55.80, 864
"Pera", 149.02, 920
"Mandarina", 28.20, 1170
"Lima", 956.67, 186
"Palta", 468.63, 420
"Cebolla", 66.69, 896
"Caqui", 806.95, 116
"Lima", 1172.89, 200
"Brocoli", 341.91, 384
"Coliflor", 38.72, 540
"Choclo", 56.52, 309
"Pepino", 31.85, 415
"Berenjena", 57.32, 624
"Papa", 16.87, 1080
"Uva", 699.61, 333
"Limon", 328.53, 637
